file,ok,start_us,end_us,duration_us,base_pre_V,sigma_pre_V,base_post_V,sigma_post_V
D1.CSV,True,-0.2384,2.9979999999999998,3.2364,0.232,0.002046636106722766,0.1578,0.0022313029912621784
D2.CSV,True,-0.234,2.8219999999999996,3.056,0.2305,0.0024284418416571857,0.1612,0.003134725293142189
D3.CSV,True,-0.33599999999999997,2.6992,3.0351999999999997,0.23041,0.0022692970623659913,0.17182,0.003273974089853552
D4.CSV,True,-0.2352,2.7576,2.9928,0.23139,0.002168364162956324,0.15912,0.0038725696981238102
D5.CSV,True,-0.2888,2.9824,3.2712000000000003,0.23334,0.0019871925175525187,0.16889,0.0018294294943806864
