in s,C1 in V
-4.97160E-06,2.339E-01
-4.97120E-06,2.359E-01
-4.97080E-06,2.378E-01
-4.97040E-06,2.339E-01
-4.97000E-06,2.320E-01
-4.96960E-06,2.310E-01
-4.96920E-06,2.359E-01
-4.96880E-06,2.339E-01
-4.96840E-06,2.320E-01
-4.96800E-06,2.349E-01
-4.96760E-06,2.369E-01
-4.96720E-06,2.320E-01
-4.96680E-06,2.339E-01
-4.96640E-06,2.369E-01
-4.96600E-06,2.349E-01
-4.96560E-06,2.369E-01
-4.96520E-06,2.310E-01
-4.96480E-06,2.310E-01
-4.96440E-06,2.290E-01
-4.96400E-06,2.320E-01
-4.96360E-06,2.329E-01
-4.96320E-06,2.349E-01
-4.96280E-06,2.359E-01
-4.96240E-06,2.310E-01
-4.96200E-06,2.329E-01
-4.96160E-06,2.349E-01
-4.96120E-06,2.359E-01
-4.96080E-06,2.339E-01
-4.96040E-06,2.339E-01
-4.96000E-06,2.339E-01
-4.95960E-06,2.329E-01
-4.95920E-06,2.369E-01
-4.95880E-06,2.369E-01
-4.95840E-06,2.339E-01
-4.95800E-06,2.339E-01
-4.95760E-06,2.310E-01
-4.95720E-06,2.349E-01
-4.95680E-06,2.349E-01
-4.95640E-06,2.339E-01
-4.95600E-06,2.320E-01
-4.95560E-06,2.349E-01
-4.95520E-06,2.339E-01
-4.95480E-06,2.359E-01
-4.95440E-06,2.369E-01
-4.95400E-06,2.329E-01
-4.95360E-06,2.349E-01
-4.95320E-06,2.339E-01
-4.95280E-06,2.349E-01
-4.95240E-06,2.378E-01
-4.95200E-06,2.359E-01
-4.95160E-06,2.349E-01
-4.95120E-06,2.339E-01
-4.95080E-06,2.329E-01
-4.95040E-06,2.339E-01
-4.95000E-06,2.329E-01
-4.94960E-06,2.369E-01
-4.94920E-06,2.310E-01
-4.94880E-06,2.329E-01
-4.94840E-06,2.329E-01
-4.94800E-06,2.339E-01
-4.94760E-06,2.339E-01
-4.94720E-06,2.349E-01
-4.94680E-06,2.320E-01
-4.94640E-06,2.349E-01
-4.94600E-06,2.329E-01
-4.94560E-06,2.329E-01
-4.94520E-06,2.359E-01
-4.94480E-06,2.339E-01
-4.94440E-06,2.339E-01
-4.94400E-06,2.349E-01
-4.94360E-06,2.339E-01
-4.94320E-06,2.349E-01
-4.94280E-06,2.369E-01
-4.94240E-06,2.320E-01
-4.94200E-06,2.320E-01
-4.94160E-06,2.339E-01
-4.94120E-06,2.339E-01
-4.94080E-06,2.320E-01
-4.94040E-06,2.339E-01
-4.94000E-06,2.349E-01
-4.93960E-06,2.349E-01
-4.93920E-06,2.369E-01
-4.93880E-06,2.339E-01
-4.93840E-06,2.349E-01
-4.93800E-06,2.320E-01
-4.93760E-06,2.310E-01
-4.93720E-06,2.329E-01
-4.93680E-06,2.329E-01
-4.93640E-06,2.310E-01
-4.93600E-06,2.349E-01
-4.93560E-06,2.310E-01
-4.93520E-06,2.339E-01
-4.93480E-06,2.290E-01
-4.93440E-06,2.320E-01
-4.93400E-06,2.329E-01
-4.93360E-06,2.359E-01
-4.93320E-06,2.310E-01
-4.93280E-06,2.339E-01
-4.93240E-06,2.349E-01
-4.93200E-06,2.329E-01
-4.93160E-06,2.329E-01
-4.93120E-06,2.320E-01
-4.93080E-06,2.329E-01
-4.93040E-06,2.310E-01
-4.93000E-06,2.339E-01
-4.92960E-06,2.349E-01
-4.92920E-06,2.339E-01
-4.92880E-06,2.349E-01
-4.92840E-06,2.320E-01
-4.92800E-06,2.339E-01
-4.92760E-06,2.329E-01
-4.92720E-06,2.339E-01
-4.92680E-06,2.339E-01
-4.92640E-06,2.359E-01
-4.92600E-06,2.369E-01
-4.92560E-06,2.320E-01
-4.92520E-06,2.339E-01
-4.92480E-06,2.339E-01
-4.92440E-06,2.339E-01
-4.92400E-06,2.359E-01
-4.92360E-06,2.339E-01
-4.92320E-06,2.329E-01
-4.92280E-06,2.349E-01
-4.92240E-06,2.320E-01
-4.92200E-06,2.320E-01
-4.92160E-06,2.339E-01
-4.92120E-06,2.349E-01
-4.92080E-06,2.339E-01
-4.92040E-06,2.339E-01
-4.92000E-06,2.339E-01
-4.91960E-06,2.320E-01
-4.91920E-06,2.339E-01
-4.91880E-06,2.339E-01
-4.91840E-06,2.310E-01
-4.91800E-06,2.329E-01
-4.91760E-06,2.349E-01
-4.91720E-06,2.329E-01
-4.91680E-06,2.359E-01
-4.91640E-06,2.378E-01
-4.91600E-06,2.320E-01
-4.91560E-06,2.320E-01
-4.91520E-06,2.339E-01
-4.91480E-06,2.349E-01
-4.91440E-06,2.349E-01
-4.91400E-06,2.349E-01
-4.91360E-06,2.320E-01
-4.91320E-06,2.320E-01
-4.91280E-06,2.329E-01
-4.91240E-06,2.339E-01
-4.91200E-06,2.329E-01
-4.91160E-06,2.329E-01
-4.91120E-06,2.369E-01
-4.91080E-06,2.369E-01
-4.91040E-06,2.349E-01
-4.91000E-06,2.339E-01
-4.90960E-06,2.329E-01
-4.90920E-06,2.329E-01
-4.90880E-06,2.349E-01
-4.90840E-06,2.320E-01
-4.90800E-06,2.339E-01
-4.90760E-06,2.329E-01
-4.90720E-06,2.349E-01
-4.90680E-06,2.320E-01
-4.90640E-06,2.349E-01
-4.90600E-06,2.320E-01
-4.90560E-06,2.349E-01
-4.90520E-06,2.369E-01
-4.90480E-06,2.310E-01
-4.90440E-06,2.339E-01
-4.90400E-06,2.300E-01
-4.90360E-06,2.300E-01
-4.90320E-06,2.329E-01
-4.90280E-06,2.329E-01
-4.90240E-06,2.320E-01
-4.90200E-06,2.339E-01
-4.90160E-06,2.378E-01
-4.90120E-06,2.310E-01
-4.90080E-06,2.349E-01
-4.90040E-06,2.310E-01
-4.90000E-06,2.320E-01
-4.89960E-06,2.329E-01
-4.89920E-06,2.320E-01
-4.89880E-06,2.369E-01
-4.89840E-06,2.320E-01
-4.89800E-06,2.359E-01
-4.89760E-06,2.329E-01
-4.89720E-06,2.320E-01
-4.89680E-06,2.359E-01
-4.89640E-06,2.349E-01
-4.89600E-06,2.329E-01
-4.89560E-06,2.339E-01
-4.89520E-06,2.369E-01
-4.89480E-06,2.349E-01
-4.89440E-06,2.349E-01
-4.89400E-06,2.320E-01
-4.89360E-06,2.320E-01
-4.89320E-06,2.320E-01
-4.89280E-06,2.320E-01
-4.89240E-06,2.349E-01
-4.89200E-06,2.339E-01
-4.89160E-06,2.339E-01
-4.89120E-06,2.329E-01
-4.89080E-06,2.349E-01
-4.89040E-06,2.349E-01
-4.89000E-06,2.349E-01
-4.88960E-06,2.349E-01
-4.88920E-06,2.339E-01
-4.88880E-06,2.349E-01
-4.88840E-06,2.339E-01
-4.88800E-06,2.320E-01
-4.88760E-06,2.359E-01
-4.88720E-06,2.339E-01
-4.88680E-06,2.310E-01
-4.88640E-06,2.329E-01
-4.88600E-06,2.349E-01
-4.88560E-06,2.339E-01
-4.88520E-06,2.320E-01
-4.88480E-06,2.349E-01
-4.88440E-06,2.349E-01
-4.88400E-06,2.349E-01
-4.88360E-06,2.339E-01
-4.88320E-06,2.320E-01
-4.88280E-06,2.320E-01
-4.88240E-06,2.329E-01
-4.88200E-06,2.320E-01
-4.88160E-06,2.359E-01
-4.88120E-06,2.320E-01
-4.88080E-06,2.329E-01
-4.88040E-06,2.339E-01
-4.88000E-06,2.329E-01
-4.87960E-06,2.339E-01
-4.87920E-06,2.329E-01
-4.87880E-06,2.349E-01
-4.87840E-06,2.329E-01
-4.87800E-06,2.359E-01
-4.87760E-06,2.369E-01
-4.87720E-06,2.339E-01
-4.87680E-06,2.320E-01
-4.87640E-06,2.339E-01
-4.87600E-06,2.369E-01
-4.87560E-06,2.359E-01
-4.87520E-06,2.359E-01
-4.87480E-06,2.339E-01
-4.87440E-06,2.339E-01
-4.87400E-06,2.320E-01
-4.87360E-06,2.359E-01
-4.87320E-06,2.320E-01
-4.87280E-06,2.320E-01
-4.87240E-06,2.369E-01
-4.87200E-06,2.339E-01
-4.87160E-06,2.339E-01
-4.87120E-06,2.310E-01
-4.87080E-06,2.320E-01
-4.87040E-06,2.329E-01
-4.87000E-06,2.339E-01
-4.86960E-06,2.359E-01
-4.86920E-06,2.320E-01
-4.86880E-06,2.310E-01
-4.86840E-06,2.349E-01
-4.86800E-06,2.339E-01
-4.86760E-06,2.339E-01
-4.86720E-06,2.339E-01
-4.86680E-06,2.339E-01
-4.86640E-06,2.320E-01
-4.86600E-06,2.349E-01
-4.86560E-06,2.339E-01
-4.86520E-06,2.349E-01
-4.86480E-06,2.339E-01
-4.86440E-06,2.329E-01
-4.86400E-06,2.369E-01
-4.86360E-06,2.359E-01
-4.86320E-06,2.359E-01
-4.86280E-06,2.320E-01
-4.86240E-06,2.339E-01
-4.86200E-06,2.339E-01
-4.86160E-06,2.329E-01
-4.86120E-06,2.359E-01
-4.86080E-06,2.329E-01
-4.86040E-06,2.339E-01
-4.86000E-06,2.310E-01
-4.85960E-06,2.349E-01
-4.85920E-06,2.378E-01
-4.85880E-06,2.329E-01
-4.85840E-06,2.339E-01
-4.85800E-06,2.339E-01
-4.85760E-06,2.378E-01
-4.85720E-06,2.329E-01
-4.85680E-06,2.359E-01
-4.85640E-06,2.339E-01
-4.85600E-06,2.378E-01
-4.85560E-06,2.349E-01
-4.85520E-06,2.339E-01
-4.85480E-06,2.339E-01
-4.85440E-06,2.329E-01
-4.85400E-06,2.349E-01
-4.85360E-06,2.349E-01
-4.85320E-06,2.349E-01
-4.85280E-06,2.349E-01
-4.85240E-06,2.339E-01
-4.85200E-06,2.329E-01
-4.85160E-06,2.320E-01
-4.85120E-06,2.349E-01
-4.85080E-06,2.320E-01
-4.85040E-06,2.339E-01
-4.85000E-06,2.320E-01
-4.84960E-06,2.359E-01
-4.84920E-06,2.320E-01
-4.84880E-06,2.329E-01
-4.84840E-06,2.329E-01
-4.84800E-06,2.310E-01
-4.84760E-06,2.329E-01
-4.84720E-06,2.339E-01
-4.84680E-06,2.349E-01
-4.84640E-06,2.339E-01
-4.84600E-06,2.369E-01
-4.84560E-06,2.349E-01
-4.84520E-06,2.359E-01
-4.84480E-06,2.349E-01
-4.84440E-06,2.320E-01
-4.84400E-06,2.349E-01
-4.84360E-06,2.320E-01
-4.84320E-06,2.310E-01
-4.84280E-06,2.329E-01
-4.84240E-06,2.349E-01
-4.84200E-06,2.339E-01
-4.84160E-06,2.320E-01
-4.84120E-06,2.339E-01
-4.84080E-06,2.320E-01
-4.84040E-06,2.349E-01
-4.84000E-06,2.349E-01
-4.83960E-06,2.369E-01
-4.83920E-06,2.339E-01
-4.83880E-06,2.339E-01
-4.83840E-06,2.320E-01
-4.83800E-06,2.339E-01
-4.83760E-06,2.369E-01
-4.83720E-06,2.349E-01
-4.83680E-06,2.339E-01
-4.83640E-06,2.359E-01
-4.83600E-06,2.349E-01
-4.83560E-06,2.329E-01
-4.83520E-06,2.320E-01
-4.83480E-06,2.339E-01
-4.83440E-06,2.320E-01
-4.83400E-06,2.359E-01
-4.83360E-06,2.329E-01
-4.83320E-06,2.349E-01
-4.83280E-06,2.339E-01
-4.83240E-06,2.359E-01
-4.83200E-06,2.349E-01
-4.83160E-06,2.310E-01
-4.83120E-06,2.339E-01
-4.83080E-06,2.339E-01
-4.83040E-06,2.349E-01
-4.83000E-06,2.329E-01
-4.82960E-06,2.378E-01
-4.82920E-06,2.320E-01
-4.82880E-06,2.349E-01
-4.82840E-06,2.339E-01
-4.82800E-06,2.310E-01
-4.82760E-06,2.359E-01
-4.82720E-06,2.320E-01
-4.82680E-06,2.339E-01
-4.82640E-06,2.339E-01
-4.82600E-06,2.310E-01
-4.82560E-06,2.349E-01
-4.82520E-06,2.339E-01
-4.82480E-06,2.339E-01
-4.82440E-06,2.320E-01
-4.82400E-06,2.349E-01
-4.82360E-06,2.310E-01
-4.82320E-06,2.300E-01
-4.82280E-06,2.329E-01
-4.82240E-06,2.320E-01
-4.82200E-06,2.339E-01
-4.82160E-06,2.339E-01
-4.82120E-06,2.300E-01
-4.82080E-06,2.349E-01
-4.82040E-06,2.339E-01
-4.82000E-06,2.378E-01
-4.81960E-06,2.349E-01
-4.81920E-06,2.349E-01
-4.81880E-06,2.339E-01
-4.81840E-06,2.339E-01
-4.81800E-06,2.378E-01
-4.81760E-06,2.310E-01
-4.81720E-06,2.329E-01
-4.81680E-06,2.320E-01
-4.81640E-06,2.310E-01
-4.81600E-06,2.329E-01
-4.81560E-06,2.339E-01
-4.81520E-06,2.320E-01
-4.81480E-06,2.339E-01
-4.81440E-06,2.349E-01
-4.81400E-06,2.349E-01
-4.81360E-06,2.339E-01
-4.81320E-06,2.329E-01
-4.81280E-06,2.329E-01
-4.81240E-06,2.310E-01
-4.81200E-06,2.349E-01
-4.81160E-06,2.320E-01
-4.81120E-06,2.388E-01
-4.81080E-06,2.329E-01
-4.81040E-06,2.329E-01
-4.81000E-06,2.329E-01
-4.80960E-06,2.329E-01
-4.80920E-06,2.320E-01
-4.80880E-06,2.310E-01
-4.80840E-06,2.310E-01
-4.80800E-06,2.329E-01
-4.80760E-06,2.310E-01
-4.80720E-06,2.349E-01
-4.80680E-06,2.320E-01
-4.80640E-06,2.339E-01
-4.80600E-06,2.320E-01
-4.80560E-06,2.339E-01
-4.80520E-06,2.310E-01
-4.80480E-06,2.339E-01
-4.80440E-06,2.290E-01
-4.80400E-06,2.310E-01
-4.80360E-06,2.310E-01
-4.80320E-06,2.310E-01
-4.80280E-06,2.310E-01
-4.80240E-06,2.281E-01
-4.80200E-06,2.339E-01
-4.80160E-06,2.310E-01
-4.80120E-06,2.310E-01
-4.80080E-06,2.339E-01
-4.80040E-06,2.300E-01
-4.80000E-06,2.369E-01
-4.79960E-06,2.329E-01
-4.79920E-06,2.359E-01
-4.79880E-06,2.329E-01
-4.79840E-06,2.378E-01
-4.79800E-06,2.339E-01
-4.79760E-06,2.329E-01
-4.79720E-06,2.339E-01
-4.79680E-06,2.320E-01
-4.79640E-06,2.369E-01
-4.79600E-06,2.329E-01
-4.79560E-06,2.339E-01
-4.79520E-06,2.359E-01
-4.79480E-06,2.320E-01
-4.79440E-06,2.339E-01
-4.79400E-06,2.339E-01
-4.79360E-06,2.329E-01
-4.79320E-06,2.320E-01
-4.79280E-06,2.339E-01
-4.79240E-06,2.329E-01
-4.79200E-06,2.349E-01
-4.79160E-06,2.349E-01
-4.79120E-06,2.310E-01
-4.79080E-06,2.339E-01
-4.79040E-06,2.329E-01
-4.79000E-06,2.339E-01
-4.78960E-06,2.300E-01
-4.78920E-06,2.320E-01
-4.78880E-06,2.329E-01
-4.78840E-06,2.339E-01
-4.78800E-06,2.339E-01
-4.78760E-06,2.310E-01
-4.78720E-06,2.339E-01
-4.78680E-06,2.339E-01
-4.78640E-06,2.310E-01
-4.78600E-06,2.329E-01
-4.78560E-06,2.339E-01
-4.78520E-06,2.320E-01
-4.78480E-06,2.359E-01
-4.78440E-06,2.320E-01
-4.78400E-06,2.310E-01
-4.78360E-06,2.339E-01
-4.78320E-06,2.339E-01
-4.78280E-06,2.369E-01
-4.78240E-06,2.329E-01
-4.78200E-06,2.339E-01
-4.78160E-06,2.349E-01
-4.78120E-06,2.339E-01
-4.78080E-06,2.339E-01
-4.78040E-06,2.320E-01
-4.78000E-06,2.339E-01
-4.77960E-06,2.320E-01
-4.77920E-06,2.349E-01
-4.77880E-06,2.320E-01
-4.77840E-06,2.339E-01
-4.77800E-06,2.339E-01
-4.77760E-06,2.310E-01
-4.77720E-06,2.339E-01
-4.77680E-06,2.320E-01
-4.77640E-06,2.300E-01
-4.77600E-06,2.359E-01
-4.77560E-06,2.310E-01
-4.77520E-06,2.339E-01
-4.77480E-06,2.310E-01
-4.77440E-06,2.339E-01
-4.77400E-06,2.339E-01
-4.77360E-06,2.320E-01
-4.77320E-06,2.310E-01
-4.77280E-06,2.310E-01
-4.77240E-06,2.349E-01
-4.77200E-06,2.320E-01
-4.77160E-06,2.339E-01
-4.77120E-06,2.300E-01
-4.77080E-06,2.310E-01
-4.77040E-06,2.339E-01
-4.77000E-06,2.320E-01
-4.76960E-06,2.349E-01
-4.76920E-06,2.349E-01
-4.76880E-06,2.320E-01
-4.76840E-06,2.300E-01
-4.76800E-06,2.359E-01
-4.76760E-06,2.281E-01
-4.76720E-06,2.339E-01
-4.76680E-06,2.320E-01
-4.76640E-06,2.310E-01
-4.76600E-06,2.320E-01
-4.76560E-06,2.310E-01
-4.76520E-06,2.310E-01
-4.76480E-06,2.349E-01
-4.76440E-06,2.329E-01
-4.76400E-06,2.310E-01
-4.76360E-06,2.349E-01
-4.76320E-06,2.329E-01
-4.76280E-06,2.320E-01
-4.76240E-06,2.310E-01
-4.76200E-06,2.320E-01
-4.76160E-06,2.300E-01
-4.76120E-06,2.310E-01
-4.76080E-06,2.329E-01
-4.76040E-06,2.310E-01
-4.76000E-06,2.300E-01
-4.75960E-06,2.310E-01
-4.75920E-06,2.329E-01
-4.75880E-06,2.290E-01
-4.75840E-06,2.310E-01
-4.75800E-06,2.281E-01
-4.75760E-06,2.329E-01
-4.75720E-06,2.329E-01
-4.75680E-06,2.310E-01
-4.75640E-06,2.329E-01
-4.75600E-06,2.339E-01
-4.75560E-06,2.339E-01
-4.75520E-06,2.320E-01
-4.75480E-06,2.310E-01
-4.75440E-06,2.339E-01
-4.75400E-06,2.329E-01
-4.75360E-06,2.339E-01
-4.75320E-06,2.339E-01
-4.75280E-06,2.290E-01
-4.75240E-06,2.329E-01
-4.75200E-06,2.320E-01
-4.75160E-06,2.320E-01
-4.75120E-06,2.310E-01
-4.75080E-06,2.310E-01
-4.75040E-06,2.310E-01
-4.75000E-06,2.329E-01
-4.74960E-06,2.320E-01
-4.74920E-06,2.300E-01
-4.74880E-06,2.339E-01
-4.74840E-06,2.320E-01
-4.74800E-06,2.339E-01
-4.74760E-06,2.339E-01
-4.74720E-06,2.349E-01
-4.74680E-06,2.329E-01
-4.74640E-06,2.320E-01
-4.74600E-06,2.339E-01
-4.74560E-06,2.300E-01
-4.74520E-06,2.339E-01
-4.74480E-06,2.290E-01
-4.74440E-06,2.329E-01
-4.74400E-06,2.339E-01
-4.74360E-06,2.310E-01
-4.74320E-06,2.329E-01
-4.74280E-06,2.310E-01
-4.74240E-06,2.329E-01
-4.74200E-06,2.300E-01
-4.74160E-06,2.349E-01
-4.74120E-06,2.300E-01
-4.74080E-06,2.310E-01
-4.74040E-06,2.310E-01
-4.74000E-06,2.339E-01
-4.73960E-06,2.290E-01
-4.73920E-06,2.300E-01
-4.73880E-06,2.339E-01
-4.73840E-06,2.281E-01
-4.73800E-06,2.310E-01
-4.73760E-06,2.320E-01
-4.73720E-06,2.329E-01
-4.73680E-06,2.349E-01
-4.73640E-06,2.349E-01
-4.73600E-06,2.320E-01
-4.73560E-06,2.310E-01
-4.73520E-06,2.339E-01
-4.73480E-06,2.320E-01
-4.73440E-06,2.310E-01
-4.73400E-06,2.290E-01
-4.73360E-06,2.300E-01
-4.73320E-06,2.310E-01
-4.73280E-06,2.320E-01
-4.73240E-06,2.271E-01
-4.73200E-06,2.339E-01
-4.73160E-06,2.349E-01
-4.73120E-06,2.329E-01
-4.73080E-06,2.359E-01
-4.73040E-06,2.320E-01
-4.73000E-06,2.300E-01
-4.72960E-06,2.339E-01
-4.72920E-06,2.329E-01
-4.72880E-06,2.310E-01
-4.72840E-06,2.290E-01
-4.72800E-06,2.339E-01
-4.72760E-06,2.339E-01
-4.72720E-06,2.310E-01
-4.72680E-06,2.310E-01
-4.72640E-06,2.329E-01
-4.72600E-06,2.320E-01
-4.72560E-06,2.310E-01
-4.72520E-06,2.329E-01
-4.72480E-06,2.339E-01
-4.72440E-06,2.320E-01
-4.72400E-06,2.339E-01
-4.72360E-06,2.339E-01
-4.72320E-06,2.281E-01
-4.72280E-06,2.349E-01
-4.72240E-06,2.339E-01
-4.72200E-06,2.310E-01
-4.72160E-06,2.329E-01
-4.72120E-06,2.320E-01
-4.72080E-06,2.310E-01
-4.72040E-06,2.300E-01
-4.72000E-06,2.339E-01
-4.71960E-06,2.320E-01
-4.71920E-06,2.320E-01
-4.71880E-06,2.310E-01
-4.71840E-06,2.329E-01
-4.71800E-06,2.300E-01
-4.71760E-06,2.339E-01
-4.71720E-06,2.300E-01
-4.71680E-06,2.320E-01
-4.71640E-06,2.300E-01
-4.71600E-06,2.290E-01
-4.71560E-06,2.339E-01
-4.71520E-06,2.329E-01
-4.71480E-06,2.300E-01
-4.71440E-06,2.339E-01
-4.71400E-06,2.310E-01
-4.71360E-06,2.290E-01
-4.71320E-06,2.349E-01
-4.71280E-06,2.300E-01
-4.71240E-06,2.310E-01
-4.71200E-06,2.320E-01
-4.71160E-06,2.310E-01
-4.71120E-06,2.281E-01
-4.71080E-06,2.329E-01
-4.71040E-06,2.349E-01
-4.71000E-06,2.320E-01
-4.70960E-06,2.320E-01
-4.70920E-06,2.329E-01
-4.70880E-06,2.310E-01
-4.70840E-06,2.329E-01
-4.70800E-06,2.320E-01
-4.70760E-06,2.310E-01
-4.70720E-06,2.329E-01
-4.70680E-06,2.300E-01
-4.70640E-06,2.300E-01
-4.70600E-06,2.300E-01
-4.70560E-06,2.329E-01
-4.70520E-06,2.329E-01
-4.70480E-06,2.300E-01
-4.70440E-06,2.300E-01
-4.70400E-06,2.329E-01
-4.70360E-06,2.310E-01
-4.70320E-06,2.300E-01
-4.70280E-06,2.320E-01
-4.70240E-06,2.300E-01
-4.70200E-06,2.320E-01
-4.70160E-06,2.339E-01
-4.70120E-06,2.320E-01
-4.70080E-06,2.300E-01
-4.70040E-06,2.320E-01
-4.70000E-06,2.281E-01
-4.69960E-06,2.320E-01
-4.69920E-06,2.310E-01
-4.69880E-06,2.320E-01
-4.69840E-06,2.339E-01
-4.69800E-06,2.300E-01
-4.69760E-06,2.329E-01
-4.69720E-06,2.300E-01
-4.69680E-06,2.320E-01
-4.69640E-06,2.290E-01
-4.69600E-06,2.339E-01
-4.69560E-06,2.329E-01
-4.69520E-06,2.310E-01
-4.69480E-06,2.300E-01
-4.69440E-06,2.349E-01
-4.69400E-06,2.320E-01
-4.69360E-06,2.300E-01
-4.69320E-06,2.339E-01
-4.69280E-06,2.329E-01
-4.69240E-06,2.329E-01
-4.69200E-06,2.329E-01
-4.69160E-06,2.339E-01
-4.69120E-06,2.329E-01
-4.69080E-06,2.300E-01
-4.69040E-06,2.300E-01
-4.69000E-06,2.310E-01
-4.68960E-06,2.359E-01
-4.68920E-06,2.339E-01
-4.68880E-06,2.329E-01
-4.68840E-06,2.329E-01
-4.68800E-06,2.281E-01
-4.68760E-06,2.310E-01
-4.68720E-06,2.310E-01
-4.68680E-06,2.310E-01
-4.68640E-06,2.320E-01
-4.68600E-06,2.320E-01
-4.68560E-06,2.290E-01
-4.68520E-06,2.339E-01
-4.68480E-06,2.320E-01
-4.68440E-06,2.310E-01
-4.68400E-06,2.349E-01
-4.68360E-06,2.300E-01
-4.68320E-06,2.320E-01
-4.68280E-06,2.310E-01
-4.68240E-06,2.329E-01
-4.68200E-06,2.320E-01
-4.68160E-06,2.290E-01
-4.68120E-06,2.339E-01
-4.68080E-06,2.310E-01
-4.68040E-06,2.310E-01
-4.68000E-06,2.329E-01
-4.67960E-06,2.349E-01
-4.67920E-06,2.329E-01
-4.67880E-06,2.339E-01
-4.67840E-06,2.320E-01
-4.67800E-06,2.310E-01
-4.67760E-06,2.320E-01
-4.67720E-06,2.320E-01
-4.67680E-06,2.339E-01
-4.67640E-06,2.339E-01
-4.67600E-06,2.339E-01
-4.67560E-06,2.300E-01
-4.67520E-06,2.300E-01
-4.67480E-06,2.320E-01
-4.67440E-06,2.290E-01
-4.67400E-06,2.310E-01
-4.67360E-06,2.320E-01
-4.67320E-06,2.310E-01
-4.67280E-06,2.320E-01
-4.67240E-06,2.310E-01
-4.67200E-06,2.329E-01
-4.67160E-06,2.300E-01
-4.67120E-06,2.349E-01
-4.67080E-06,2.310E-01
-4.67040E-06,2.310E-01
-4.67000E-06,2.300E-01
-4.66960E-06,2.320E-01
-4.66920E-06,2.339E-01
-4.66880E-06,2.271E-01
-4.66840E-06,2.310E-01
-4.66800E-06,2.310E-01
-4.66760E-06,2.310E-01
-4.66720E-06,2.329E-01
-4.66680E-06,2.320E-01
-4.66640E-06,2.329E-01
-4.66600E-06,2.300E-01
-4.66560E-06,2.349E-01
-4.66520E-06,2.339E-01
-4.66480E-06,2.339E-01
-4.66440E-06,2.320E-01
-4.66400E-06,2.369E-01
-4.66360E-06,2.339E-01
-4.66320E-06,2.310E-01
-4.66280E-06,2.320E-01
-4.66240E-06,2.310E-01
-4.66200E-06,2.329E-01
-4.66160E-06,2.310E-01
-4.66120E-06,2.339E-01
-4.66080E-06,2.300E-01
-4.66040E-06,2.349E-01
-4.66000E-06,2.329E-01
-4.65960E-06,2.320E-01
-4.65920E-06,2.329E-01
-4.65880E-06,2.320E-01
-4.65840E-06,2.339E-01
-4.65800E-06,2.320E-01
-4.65760E-06,2.320E-01
-4.65720E-06,2.320E-01
-4.65680E-06,2.310E-01
-4.65640E-06,2.329E-01
-4.65600E-06,2.300E-01
-4.65560E-06,2.300E-01
-4.65520E-06,2.290E-01
-4.65480E-06,2.339E-01
-4.65440E-06,2.290E-01
-4.65400E-06,2.290E-01
-4.65360E-06,2.290E-01
-4.65320E-06,2.300E-01
-4.65280E-06,2.329E-01
-4.65240E-06,2.310E-01
-4.65200E-06,2.310E-01
-4.65160E-06,2.320E-01
-4.65120E-06,2.310E-01
-4.65080E-06,2.290E-01
-4.65040E-06,2.329E-01
-4.65000E-06,2.329E-01
-4.64960E-06,2.300E-01
-4.64920E-06,2.359E-01
-4.64880E-06,2.310E-01
-4.64840E-06,2.329E-01
-4.64800E-06,2.290E-01
-4.64760E-06,2.310E-01
-4.64720E-06,2.329E-01
-4.64680E-06,2.300E-01
-4.64640E-06,2.310E-01
-4.64600E-06,2.310E-01
-4.64560E-06,2.329E-01
-4.64520E-06,2.320E-01
-4.64480E-06,2.300E-01
-4.64440E-06,2.320E-01
-4.64400E-06,2.310E-01
-4.64360E-06,2.320E-01
-4.64320E-06,2.310E-01
-4.64280E-06,2.339E-01
-4.64240E-06,2.300E-01
-4.64200E-06,2.310E-01
-4.64160E-06,2.329E-01
-4.64120E-06,2.310E-01
-4.64080E-06,2.339E-01
-4.64040E-06,2.300E-01
-4.64000E-06,2.300E-01
-4.63960E-06,2.329E-01
-4.63920E-06,2.290E-01
-4.63880E-06,2.300E-01
-4.63840E-06,2.320E-01
-4.63800E-06,2.310E-01
-4.63760E-06,2.310E-01
-4.63720E-06,2.339E-01
-4.63680E-06,2.290E-01
-4.63640E-06,2.339E-01
-4.63600E-06,2.320E-01
-4.63560E-06,2.310E-01
-4.63520E-06,2.320E-01
-4.63480E-06,2.339E-01
-4.63440E-06,2.329E-01
-4.63400E-06,2.271E-01
-4.63360E-06,2.329E-01
-4.63320E-06,2.329E-01
-4.63280E-06,2.339E-01
-4.63240E-06,2.310E-01
-4.63200E-06,2.329E-01
-4.63160E-06,2.290E-01
-4.63120E-06,2.310E-01
-4.63080E-06,2.310E-01
-4.63040E-06,2.300E-01
-4.63000E-06,2.329E-01
-4.62960E-06,2.310E-01
-4.62920E-06,2.310E-01
-4.62880E-06,2.271E-01
-4.62840E-06,2.320E-01
-4.62800E-06,2.310E-01
-4.62760E-06,2.310E-01
-4.62720E-06,2.310E-01
-4.62680E-06,2.290E-01
-4.62640E-06,2.310E-01
-4.62600E-06,2.281E-01
-4.62560E-06,2.320E-01
-4.62520E-06,2.329E-01
-4.62480E-06,2.310E-01
-4.62440E-06,2.320E-01
-4.62400E-06,2.320E-01
-4.62360E-06,2.310E-01
-4.62320E-06,2.300E-01
-4.62280E-06,2.290E-01
-4.62240E-06,2.290E-01
