in s,C1 in V
-5.11000E-06,2.2748E-01
-5.10960E-06,2.2943E-01
-5.10920E-06,2.2846E-01
-5.10880E-06,2.2943E-01
-5.10840E-06,2.3041E-01
-5.10800E-06,2.3041E-01
-5.10760E-06,2.3041E-01
-5.10720E-06,2.2943E-01
-5.10680E-06,2.3334E-01
-5.10640E-06,2.3139E-01
-5.10600E-06,2.3334E-01
-5.10560E-06,2.3725E-01
-5.10520E-06,2.3041E-01
-5.10480E-06,2.2846E-01
-5.10440E-06,2.3041E-01
-5.10400E-06,2.3432E-01
-5.10360E-06,2.2846E-01
-5.10320E-06,2.3139E-01
-5.10280E-06,2.2943E-01
-5.10240E-06,2.3139E-01
-5.10200E-06,2.3041E-01
-5.10160E-06,2.2943E-01
-5.10120E-06,2.3041E-01
-5.10080E-06,2.2943E-01
-5.10040E-06,2.2943E-01
-5.10000E-06,2.3236E-01
-5.09960E-06,2.3334E-01
-5.09920E-06,2.3041E-01
-5.09880E-06,2.2650E-01
-5.09840E-06,2.2943E-01
-5.09800E-06,2.3041E-01
-5.09760E-06,2.2943E-01
-5.09720E-06,2.2943E-01
-5.09680E-06,2.3139E-01
-5.09640E-06,2.3041E-01
-5.09600E-06,2.2846E-01
-5.09560E-06,2.3041E-01
-5.09520E-06,2.3041E-01
-5.09480E-06,2.3432E-01
-5.09440E-06,2.2846E-01
-5.09400E-06,2.3041E-01
-5.09360E-06,2.3041E-01
-5.09320E-06,2.2943E-01
-5.09280E-06,2.3529E-01
-5.09240E-06,2.2943E-01
-5.09200E-06,2.2943E-01
-5.09160E-06,2.2748E-01
-5.09120E-06,2.3236E-01
-5.09080E-06,2.2943E-01
-5.09040E-06,2.3236E-01
-5.09000E-06,2.2943E-01
-5.08960E-06,2.2943E-01
-5.08920E-06,2.3041E-01
-5.08880E-06,2.3041E-01
-5.08840E-06,2.3041E-01
-5.08800E-06,2.2748E-01
-5.08760E-06,2.2846E-01
-5.08720E-06,2.3041E-01
-5.08680E-06,2.3236E-01
-5.08640E-06,2.2943E-01
-5.08600E-06,2.3334E-01
-5.08560E-06,2.3139E-01
-5.08520E-06,2.3041E-01
-5.08480E-06,2.3432E-01
-5.08440E-06,2.3432E-01
-5.08400E-06,2.3236E-01
-5.08360E-06,2.3041E-01
-5.08320E-06,2.3041E-01
-5.08280E-06,2.3041E-01
-5.08240E-06,2.2846E-01
-5.08200E-06,2.3334E-01
-5.08160E-06,2.2943E-01
-5.08120E-06,2.2943E-01
-5.08080E-06,2.2943E-01
-5.08040E-06,2.3139E-01
-5.08000E-06,2.3139E-01
-5.07960E-06,2.3236E-01
-5.07920E-06,2.3236E-01
-5.07880E-06,2.2553E-01
-5.07840E-06,2.3139E-01
-5.07800E-06,2.2748E-01
-5.07760E-06,2.3334E-01
-5.07720E-06,2.2846E-01
-5.07680E-06,2.2943E-01
-5.07640E-06,2.2943E-01
-5.07600E-06,2.3236E-01
-5.07560E-06,2.3236E-01
-5.07520E-06,2.3432E-01
-5.07480E-06,2.2748E-01
-5.07440E-06,2.3041E-01
-5.07400E-06,2.2748E-01
-5.07360E-06,2.2943E-01
-5.07320E-06,2.3041E-01
-5.07280E-06,2.3041E-01
-5.07240E-06,2.2846E-01
-5.07200E-06,2.2748E-01
-5.07160E-06,2.2943E-01
-5.07120E-06,2.2943E-01
-5.07080E-06,2.3041E-01
-5.07040E-06,2.3236E-01
-5.07000E-06,2.3041E-01
-5.06960E-06,2.3041E-01
-5.06920E-06,2.3432E-01
-5.06880E-06,2.3041E-01
-5.06840E-06,2.3041E-01
-5.06800E-06,2.2748E-01
-5.06760E-06,2.3334E-01
-5.06720E-06,2.2846E-01
-5.06680E-06,2.3041E-01
-5.06640E-06,2.3139E-01
-5.06600E-06,2.3236E-01
-5.06560E-06,2.3139E-01
-5.06520E-06,2.3041E-01
-5.06480E-06,2.3432E-01
-5.06440E-06,2.2748E-01
-5.06400E-06,2.3334E-01
-5.06360E-06,2.3041E-01
-5.06320E-06,2.2748E-01
-5.06280E-06,2.3139E-01
-5.06240E-06,2.3139E-01
-5.06200E-06,2.3432E-01
-5.06160E-06,2.2748E-01
-5.06120E-06,2.3236E-01
-5.06080E-06,2.3041E-01
-5.06040E-06,2.3139E-01
-5.06000E-06,2.3139E-01
-5.05960E-06,2.2943E-01
-5.05920E-06,2.3041E-01
-5.05880E-06,2.2943E-01
-5.05840E-06,2.3139E-01
-5.05800E-06,2.2943E-01
-5.05760E-06,2.3334E-01
-5.05720E-06,2.3236E-01
-5.05680E-06,2.3236E-01
-5.05640E-06,2.3041E-01
-5.05600E-06,2.3041E-01
-5.05560E-06,2.3139E-01
-5.05520E-06,2.3041E-01
-5.05480E-06,2.3334E-01
-5.05440E-06,2.3041E-01
-5.05400E-06,2.3139E-01
-5.05360E-06,2.3334E-01
-5.05320E-06,2.3139E-01
-5.05280E-06,2.3139E-01
-5.05240E-06,2.3236E-01
-5.05200E-06,2.3334E-01
-5.05160E-06,2.3432E-01
-5.05120E-06,2.3139E-01
-5.05080E-06,2.3334E-01
-5.05040E-06,2.3432E-01
-5.05000E-06,2.3529E-01
-5.04960E-06,2.3139E-01
-5.04920E-06,2.3139E-01
-5.04880E-06,2.3139E-01
-5.04840E-06,2.3432E-01
-5.04800E-06,2.3041E-01
-5.04760E-06,2.3334E-01
-5.04720E-06,2.3334E-01
-5.04680E-06,2.3236E-01
-5.04640E-06,2.2943E-01
-5.04600E-06,2.3139E-01
-5.04560E-06,2.3041E-01
-5.04520E-06,2.2748E-01
-5.04480E-06,2.3041E-01
-5.04440E-06,2.2943E-01
-5.04400E-06,2.2943E-01
-5.04360E-06,2.3236E-01
-5.04320E-06,2.3432E-01
-5.04280E-06,2.3334E-01
-5.04240E-06,2.3041E-01
-5.04200E-06,2.3334E-01
-5.04160E-06,2.3139E-01
-5.04120E-06,2.3432E-01
-5.04080E-06,2.3432E-01
-5.04040E-06,2.3334E-01
-5.04000E-06,2.3041E-01
-5.03960E-06,2.3041E-01
-5.03920E-06,2.3334E-01
-5.03880E-06,2.3139E-01
-5.03840E-06,2.3529E-01
-5.03800E-06,2.3041E-01
-5.03760E-06,2.3236E-01
-5.03720E-06,2.3139E-01
-5.03680E-06,2.3529E-01
-5.03640E-06,2.3139E-01
-5.03600E-06,2.3041E-01
-5.03560E-06,2.3041E-01
-5.03520E-06,2.3041E-01
-5.03480E-06,2.3139E-01
-5.03440E-06,2.3041E-01
-5.03400E-06,2.2943E-01
-5.03360E-06,2.3139E-01
-5.03320E-06,2.3432E-01
-5.03280E-06,2.3139E-01
-5.03240E-06,2.2650E-01
-5.03200E-06,2.3041E-01
-5.03160E-06,2.3139E-01
-5.03120E-06,2.3041E-01
-5.03080E-06,2.3139E-01
-5.03040E-06,2.3236E-01
-5.03000E-06,2.3432E-01
-5.02960E-06,2.2943E-01
-5.02920E-06,2.3334E-01
-5.02880E-06,2.3139E-01
-5.02840E-06,2.2846E-01
-5.02800E-06,2.3432E-01
-5.02760E-06,2.3236E-01
-5.02720E-06,2.3236E-01
-5.02680E-06,2.3432E-01
-5.02640E-06,2.3139E-01
-5.02600E-06,2.3334E-01
-5.02560E-06,2.3432E-01
-5.02520E-06,2.3432E-01
-5.02480E-06,2.3139E-01
-5.02440E-06,2.3334E-01
-5.02400E-06,2.3041E-01
-5.02360E-06,2.3334E-01
-5.02320E-06,2.3139E-01
-5.02280E-06,2.3627E-01
-5.02240E-06,2.3236E-01
-5.02200E-06,2.3334E-01
-5.02160E-06,2.3432E-01
-5.02120E-06,2.3139E-01
-5.02080E-06,2.3627E-01
-5.02040E-06,2.3432E-01
-5.02000E-06,2.3139E-01
-5.01960E-06,2.3236E-01
-5.01920E-06,2.3041E-01
-5.01880E-06,2.3236E-01
-5.01840E-06,2.3139E-01
-5.01800E-06,2.3041E-01
-5.01760E-06,2.2846E-01
-5.01720E-06,2.3529E-01
-5.01680E-06,2.3041E-01
-5.01640E-06,2.3236E-01
-5.01600E-06,2.3139E-01
-5.01560E-06,2.3334E-01
-5.01520E-06,2.3334E-01
-5.01480E-06,2.3041E-01
-5.01440E-06,2.3236E-01
-5.01400E-06,2.3334E-01
-5.01360E-06,2.3041E-01
-5.01320E-06,2.3139E-01
-5.01280E-06,2.3139E-01
-5.01240E-06,2.3236E-01
-5.01200E-06,2.3432E-01
-5.01160E-06,2.3334E-01
-5.01120E-06,2.3139E-01
-5.01080E-06,2.3236E-01
-5.01040E-06,2.3041E-01
-5.01000E-06,2.3334E-01
-5.00960E-06,2.3432E-01
-5.00920E-06,2.3041E-01
-5.00880E-06,2.3139E-01
-5.00840E-06,2.3041E-01
-5.00800E-06,2.3236E-01
-5.00760E-06,2.3041E-01
-5.00720E-06,2.3334E-01
-5.00680E-06,2.3139E-01
-5.00640E-06,2.3139E-01
-5.00600E-06,2.3041E-01
-5.00560E-06,2.3236E-01
-5.00520E-06,2.3236E-01
-5.00480E-06,2.3041E-01
-5.00440E-06,2.3432E-01
-5.00400E-06,2.2943E-01
-5.00360E-06,2.3334E-01
-5.00320E-06,2.3334E-01
-5.00280E-06,2.3236E-01
-5.00240E-06,2.3432E-01
-5.00200E-06,2.3139E-01
-5.00160E-06,2.3139E-01
-5.00120E-06,2.2943E-01
-5.00080E-06,2.3432E-01
-5.00040E-06,2.3334E-01
-5.00000E-06,2.3041E-01
-4.99960E-06,2.3041E-01
-4.99920E-06,2.3236E-01
-4.99880E-06,2.3041E-01
-4.99840E-06,2.3334E-01
-4.99800E-06,2.3139E-01
-4.99760E-06,2.3236E-01
-4.99720E-06,2.3236E-01
-4.99680E-06,2.3236E-01
-4.99640E-06,2.2943E-01
-4.99600E-06,2.3432E-01
-4.99560E-06,2.3236E-01
-4.99520E-06,2.3334E-01
-4.99480E-06,2.3041E-01
-4.99440E-06,2.3139E-01
-4.99400E-06,2.3432E-01
-4.99360E-06,2.3041E-01
-4.99320E-06,2.3041E-01
-4.99280E-06,2.3334E-01
-4.99240E-06,2.3236E-01
-4.99200E-06,2.3041E-01
-4.99160E-06,2.3041E-01
-4.99120E-06,2.3041E-01
-4.99080E-06,2.3529E-01
-4.99040E-06,2.3334E-01
-4.99000E-06,2.2943E-01
-4.98960E-06,2.3432E-01
-4.98920E-06,2.3236E-01
-4.98880E-06,2.3139E-01
-4.98840E-06,2.3432E-01
-4.98800E-06,2.3139E-01
-4.98760E-06,2.3334E-01
-4.98720E-06,2.3139E-01
-4.98680E-06,2.3236E-01
-4.98640E-06,2.3236E-01
-4.98600E-06,2.3334E-01
-4.98560E-06,2.3432E-01
-4.98520E-06,2.3041E-01
-4.98480E-06,2.3041E-01
-4.98440E-06,2.3139E-01
-4.98400E-06,2.3236E-01
-4.98360E-06,2.3041E-01
-4.98320E-06,2.3041E-01
-4.98280E-06,2.3139E-01
-4.98240E-06,2.3236E-01
-4.98200E-06,2.2748E-01
-4.98160E-06,2.3236E-01
-4.98120E-06,2.3236E-01
-4.98080E-06,2.3432E-01
-4.98040E-06,2.3432E-01
-4.98000E-06,2.3139E-01
-4.97960E-06,2.3139E-01
-4.97920E-06,2.3236E-01
-4.97880E-06,2.3432E-01
-4.97840E-06,2.3432E-01
-4.97800E-06,2.3334E-01
-4.97760E-06,2.3529E-01
-4.97720E-06,2.3334E-01
-4.97680E-06,2.3627E-01
-4.97640E-06,2.3041E-01
-4.97600E-06,2.3334E-01
-4.97560E-06,2.3041E-01
-4.97520E-06,2.3529E-01
-4.97480E-06,2.3236E-01
-4.97440E-06,2.3432E-01
-4.97400E-06,2.3432E-01
-4.97360E-06,2.3236E-01
-4.97320E-06,2.3432E-01
-4.97280E-06,2.3139E-01
-4.97240E-06,2.3236E-01
-4.97200E-06,2.3236E-01
-4.97160E-06,2.3334E-01
-4.97120E-06,2.3236E-01
-4.97080E-06,2.3236E-01
-4.97040E-06,2.3334E-01
-4.97000E-06,2.3725E-01
-4.96960E-06,2.3139E-01
-4.96920E-06,2.3139E-01
-4.96880E-06,2.3432E-01
-4.96840E-06,2.3041E-01
-4.96800E-06,2.3432E-01
-4.96760E-06,2.2846E-01
-4.96720E-06,2.2943E-01
-4.96680E-06,2.3041E-01
-4.96640E-06,2.3041E-01
-4.96600E-06,2.3139E-01
-4.96560E-06,2.3139E-01
-4.96520E-06,2.3139E-01
-4.96480E-06,2.3334E-01
-4.96440E-06,2.3334E-01
-4.96400E-06,2.3139E-01
-4.96360E-06,2.3139E-01
-4.96320E-06,2.3236E-01
-4.96280E-06,2.3139E-01
-4.96240E-06,2.3041E-01
-4.96200E-06,2.3139E-01
-4.96160E-06,2.3236E-01
-4.96120E-06,2.3236E-01
-4.96080E-06,2.3334E-01
-4.96040E-06,2.3432E-01
-4.96000E-06,2.3334E-01
-4.95960E-06,2.3236E-01
-4.95920E-06,2.3139E-01
-4.95880E-06,2.3334E-01
-4.95840E-06,2.3041E-01
-4.95800E-06,2.3236E-01
-4.95760E-06,2.3041E-01
-4.95720E-06,2.3236E-01
-4.95680E-06,2.3139E-01
-4.95640E-06,2.3139E-01
-4.95600E-06,2.2943E-01
-4.95560E-06,2.3432E-01
-4.95520E-06,2.3236E-01
-4.95480E-06,2.3041E-01
-4.95440E-06,2.3139E-01
-4.95400E-06,2.3236E-01
-4.95360E-06,2.3432E-01
-4.95320E-06,2.3334E-01
-4.95280E-06,2.3041E-01
-4.95240E-06,2.3334E-01
-4.95200E-06,2.3236E-01
-4.95160E-06,2.3334E-01
-4.95120E-06,2.3432E-01
-4.95080E-06,2.3432E-01
-4.95040E-06,2.3139E-01
-4.95000E-06,2.3432E-01
-4.94960E-06,2.3041E-01
-4.94920E-06,2.3041E-01
-4.94880E-06,2.3432E-01
-4.94840E-06,2.3334E-01
-4.94800E-06,2.3334E-01
-4.94760E-06,2.3334E-01
-4.94720E-06,2.3432E-01
-4.94680E-06,2.2943E-01
-4.94640E-06,2.3041E-01
-4.94600E-06,2.3236E-01
-4.94560E-06,2.3139E-01
-4.94520E-06,2.3041E-01
-4.94480E-06,2.3236E-01
-4.94440E-06,2.3236E-01
-4.94400E-06,2.3236E-01
-4.94360E-06,2.3041E-01
-4.94320E-06,2.3041E-01
-4.94280E-06,2.2943E-01
-4.94240E-06,2.3236E-01
-4.94200E-06,2.3334E-01
-4.94160E-06,2.3236E-01
-4.94120E-06,2.2943E-01
-4.94080E-06,2.3334E-01
-4.94040E-06,2.3334E-01
-4.94000E-06,2.3236E-01
-4.93960E-06,2.3432E-01
-4.93920E-06,2.3432E-01
-4.93880E-06,2.3041E-01
-4.93840E-06,2.3432E-01
-4.93800E-06,2.3139E-01
-4.93760E-06,2.3139E-01
-4.93720E-06,2.3432E-01
-4.93680E-06,2.2943E-01
-4.93640E-06,2.2943E-01
-4.93600E-06,2.2846E-01
-4.93560E-06,2.3432E-01
-4.93520E-06,2.3041E-01
-4.93480E-06,2.2846E-01
-4.93440E-06,2.2943E-01
-4.93400E-06,2.3041E-01
-4.93360E-06,2.3334E-01
-4.93320E-06,2.3236E-01
-4.93280E-06,2.3432E-01
-4.93240E-06,2.2846E-01
-4.93200E-06,2.3041E-01
-4.93160E-06,2.3139E-01
-4.93120E-06,2.3139E-01
-4.93080E-06,2.2943E-01
-4.93040E-06,2.3139E-01
-4.93000E-06,2.3139E-01
-4.92960E-06,2.3139E-01
-4.92920E-06,2.3041E-01
-4.92880E-06,2.2943E-01
-4.92840E-06,2.2943E-01
-4.92800E-06,2.3139E-01
-4.92760E-06,2.3236E-01
-4.92720E-06,2.2943E-01
-4.92680E-06,2.3139E-01
-4.92640E-06,2.3139E-01
-4.92600E-06,2.3041E-01
-4.92560E-06,2.3139E-01
-4.92520E-06,2.3041E-01
-4.92480E-06,2.3139E-01
-4.92440E-06,2.3432E-01
-4.92400E-06,2.3236E-01
-4.92360E-06,2.2943E-01
-4.92320E-06,2.3041E-01
-4.92280E-06,2.3334E-01
-4.92240E-06,2.3334E-01
-4.92200E-06,2.3236E-01
-4.92160E-06,2.3041E-01
-4.92120E-06,2.3236E-01
-4.92080E-06,2.3432E-01
-4.92040E-06,2.3334E-01
-4.92000E-06,2.3334E-01
-4.91960E-06,2.3041E-01
-4.91920E-06,2.3432E-01
-4.91880E-06,2.3334E-01
-4.91840E-06,2.3236E-01
-4.91800E-06,2.3334E-01
-4.91760E-06,2.2943E-01
-4.91720E-06,2.3041E-01
-4.91680E-06,2.3041E-01
-4.91640E-06,2.3432E-01
-4.91600E-06,2.3139E-01
-4.91560E-06,2.3139E-01
-4.91520E-06,2.2846E-01
-4.91480E-06,2.3334E-01
-4.91440E-06,2.3139E-01
-4.91400E-06,2.2748E-01
-4.91360E-06,2.3139E-01
-4.91320E-06,2.2748E-01
-4.91280E-06,2.3334E-01
-4.91240E-06,2.3139E-01
-4.91200E-06,2.3236E-01
-4.91160E-06,2.3041E-01
-4.91120E-06,2.3432E-01
-4.91080E-06,2.3139E-01
-4.91040E-06,2.3139E-01
-4.91000E-06,2.3139E-01
-4.90960E-06,2.3334E-01
-4.90920E-06,2.2943E-01
-4.90880E-06,2.2943E-01
-4.90840E-06,2.3041E-01
-4.90800E-06,2.2943E-01
-4.90760E-06,2.3236E-01
-4.90720E-06,2.3041E-01
-4.90680E-06,2.3139E-01
-4.90640E-06,2.3041E-01
-4.90600E-06,2.3041E-01
-4.90560E-06,2.3334E-01
-4.90520E-06,2.3041E-01
-4.90480E-06,2.3334E-01
-4.90440E-06,2.3139E-01
-4.90400E-06,2.3236E-01
-4.90360E-06,2.3139E-01
-4.90320E-06,2.3041E-01
-4.90280E-06,2.3334E-01
-4.90240E-06,2.3139E-01
-4.90200E-06,2.3529E-01
-4.90160E-06,2.3139E-01
-4.90120E-06,2.3236E-01
-4.90080E-06,2.3041E-01
-4.90040E-06,2.2943E-01
-4.90000E-06,2.2943E-01
-4.89960E-06,2.3139E-01
-4.89920E-06,2.3334E-01
-4.89880E-06,2.3236E-01
-4.89840E-06,2.3334E-01
-4.89800E-06,2.3236E-01
-4.89760E-06,2.3139E-01
-4.89720E-06,2.3236E-01
-4.89680E-06,2.2846E-01
-4.89640E-06,2.3236E-01
-4.89600E-06,2.3041E-01
-4.89560E-06,2.3041E-01
-4.89520E-06,2.3236E-01
-4.89480E-06,2.3139E-01
-4.89440E-06,2.2846E-01
-4.89400E-06,2.3139E-01
-4.89360E-06,2.2846E-01
-4.89320E-06,2.2846E-01
-4.89280E-06,2.3627E-01
-4.89240E-06,2.3432E-01
-4.89200E-06,2.3139E-01
-4.89160E-06,2.3334E-01
-4.89120E-06,2.3139E-01
-4.89080E-06,2.3041E-01
-4.89040E-06,2.2943E-01
-4.89000E-06,2.3041E-01
-4.88960E-06,2.2846E-01
-4.88920E-06,2.3236E-01
-4.88880E-06,2.2943E-01
-4.88840E-06,2.3627E-01
-4.88800E-06,2.3041E-01
-4.88760E-06,2.2748E-01
-4.88720E-06,2.3041E-01
-4.88680E-06,2.2943E-01
-4.88640E-06,2.3334E-01
-4.88600E-06,2.3041E-01
-4.88560E-06,2.3139E-01
-4.88520E-06,2.3627E-01
-4.88480E-06,2.2846E-01
-4.88440E-06,2.3041E-01
-4.88400E-06,2.3139E-01
-4.88360E-06,2.3041E-01
-4.88320E-06,2.3139E-01
-4.88280E-06,2.3041E-01
-4.88240E-06,2.2943E-01
-4.88200E-06,2.3432E-01
-4.88160E-06,2.3236E-01
-4.88120E-06,2.3139E-01
-4.88080E-06,2.3139E-01
-4.88040E-06,2.3334E-01
-4.88000E-06,2.3334E-01
-4.87960E-06,2.3432E-01
-4.87920E-06,2.3236E-01
-4.87880E-06,2.3236E-01
-4.87840E-06,2.3432E-01
-4.87800E-06,2.3334E-01
-4.87760E-06,2.3432E-01
-4.87720E-06,2.3334E-01
-4.87680E-06,2.3041E-01
-4.87640E-06,2.3236E-01
-4.87600E-06,2.3139E-01
-4.87560E-06,2.3041E-01
-4.87520E-06,2.3041E-01
-4.87480E-06,2.2846E-01
-4.87440E-06,2.3139E-01
-4.87400E-06,2.3139E-01
-4.87360E-06,2.3236E-01
-4.87320E-06,2.3041E-01
-4.87280E-06,2.3041E-01
-4.87240E-06,2.3432E-01
-4.87200E-06,2.3334E-01
-4.87160E-06,2.3139E-01
-4.87120E-06,2.3139E-01
-4.87080E-06,2.3334E-01
-4.87040E-06,2.3041E-01
-4.87000E-06,2.3236E-01
-4.86960E-06,2.3139E-01
-4.86920E-06,2.3334E-01
-4.86880E-06,2.3529E-01
-4.86840E-06,2.3334E-01
-4.86800E-06,2.3432E-01
-4.86760E-06,2.3236E-01
-4.86720E-06,2.3236E-01
-4.86680E-06,2.3334E-01
-4.86640E-06,2.3139E-01
-4.86600E-06,2.2846E-01
-4.86560E-06,2.3334E-01
-4.86520E-06,2.3334E-01
-4.86480E-06,2.3041E-01
-4.86440E-06,2.3334E-01
-4.86400E-06,2.3139E-01
-4.86360E-06,2.3334E-01
-4.86320E-06,2.3139E-01
-4.86280E-06,2.3236E-01
-4.86240E-06,2.2943E-01
-4.86200E-06,2.3139E-01
-4.86160E-06,2.3334E-01
-4.86120E-06,2.3334E-01
-4.86080E-06,2.3236E-01
-4.86040E-06,2.2943E-01
-4.86000E-06,2.3432E-01
-4.85960E-06,2.3041E-01
-4.85920E-06,2.3139E-01
-4.85880E-06,2.3139E-01
-4.85840E-06,2.3041E-01
-4.85800E-06,2.3236E-01
-4.85760E-06,2.2943E-01
-4.85720E-06,2.2943E-01
-4.85680E-06,2.2943E-01
-4.85640E-06,2.3432E-01
-4.85600E-06,2.2943E-01
-4.85560E-06,2.3041E-01
-4.85520E-06,2.3432E-01
-4.85480E-06,2.3334E-01
-4.85440E-06,2.3334E-01
-4.85400E-06,2.2846E-01
-4.85360E-06,2.3432E-01
-4.85320E-06,2.3432E-01
-4.85280E-06,2.3139E-01
-4.85240E-06,2.3041E-01
-4.85200E-06,2.3041E-01
-4.85160E-06,2.3432E-01
-4.85120E-06,2.3334E-01
-4.85080E-06,2.3334E-01
-4.85040E-06,2.2943E-01
-4.85000E-06,2.3529E-01
-4.84960E-06,2.3432E-01
-4.84920E-06,2.3139E-01
-4.84880E-06,2.2943E-01
-4.84840E-06,2.3139E-01
-4.84800E-06,2.3139E-01
-4.84760E-06,2.3432E-01
-4.84720E-06,2.3139E-01
-4.84680E-06,2.3529E-01
-4.84640E-06,2.3041E-01
-4.84600E-06,2.3041E-01
-4.84560E-06,2.3236E-01
-4.84520E-06,2.3139E-01
-4.84480E-06,2.3139E-01
-4.84440E-06,2.3627E-01
-4.84400E-06,2.3041E-01
-4.84360E-06,2.3334E-01
-4.84320E-06,2.3236E-01
-4.84280E-06,2.3041E-01
-4.84240E-06,2.3236E-01
-4.84200E-06,2.3236E-01
-4.84160E-06,2.3139E-01
-4.84120E-06,2.3432E-01
-4.84080E-06,2.3236E-01
-4.84040E-06,2.3139E-01
-4.84000E-06,2.3139E-01
-4.83960E-06,2.3139E-01
-4.83920E-06,2.3041E-01
-4.83880E-06,2.3139E-01
-4.83840E-06,2.3139E-01
-4.83800E-06,2.3236E-01
-4.83760E-06,2.3041E-01
-4.83720E-06,2.3236E-01
-4.83680E-06,2.3041E-01
-4.83640E-06,2.2943E-01
-4.83600E-06,2.3529E-01
-4.83560E-06,2.3334E-01
-4.83520E-06,2.3334E-01
-4.83480E-06,2.2943E-01
-4.83440E-06,2.3334E-01
-4.83400E-06,2.3529E-01
-4.83360E-06,2.3432E-01
-4.83320E-06,2.3139E-01
-4.83280E-06,2.3334E-01
-4.83240E-06,2.3725E-01
-4.83200E-06,2.3236E-01
-4.83160E-06,2.3041E-01
-4.83120E-06,2.3334E-01
-4.83080E-06,2.3139E-01
-4.83040E-06,2.3236E-01
-4.83000E-06,2.3139E-01
-4.82960E-06,2.3139E-01
-4.82920E-06,2.3139E-01
-4.82880E-06,2.3529E-01
-4.82840E-06,2.2943E-01
-4.82800E-06,2.3139E-01
-4.82760E-06,2.3139E-01
-4.82720E-06,2.3334E-01
-4.82680E-06,2.3529E-01
-4.82640E-06,2.3432E-01
-4.82600E-06,2.2943E-01
-4.82560E-06,2.2943E-01
-4.82520E-06,2.3236E-01
-4.82480E-06,2.3139E-01
-4.82440E-06,2.3139E-01
-4.82400E-06,2.3236E-01
-4.82360E-06,2.2846E-01
-4.82320E-06,2.3529E-01
-4.82280E-06,2.3236E-01
-4.82240E-06,2.3139E-01
-4.82200E-06,2.3432E-01
-4.82160E-06,2.3236E-01
-4.82120E-06,2.3236E-01
-4.82080E-06,2.3334E-01
-4.82040E-06,2.3236E-01
-4.82000E-06,2.3334E-01
-4.81960E-06,2.3334E-01
-4.81920E-06,2.3432E-01
-4.81880E-06,2.2943E-01
-4.81840E-06,2.3139E-01
-4.81800E-06,2.3334E-01
-4.81760E-06,2.3139E-01
-4.81720E-06,2.2943E-01
-4.81680E-06,2.3236E-01
-4.81640E-06,2.3139E-01
-4.81600E-06,2.3139E-01
-4.81560E-06,2.3139E-01
-4.81520E-06,2.3041E-01
-4.81480E-06,2.2943E-01
-4.81440E-06,2.3041E-01
-4.81400E-06,2.3334E-01
-4.81360E-06,2.3334E-01
-4.81320E-06,2.3334E-01
-4.81280E-06,2.3334E-01
-4.81240E-06,2.3529E-01
-4.81200E-06,2.3041E-01
-4.81160E-06,2.3334E-01
-4.81120E-06,2.3236E-01
-4.81080E-06,2.3041E-01
-4.81040E-06,2.3139E-01
-4.81000E-06,2.3041E-01
-4.80960E-06,2.3725E-01
-4.80920E-06,2.3432E-01
-4.80880E-06,2.3041E-01
-4.80840E-06,2.3139E-01
-4.80800E-06,2.3627E-01
-4.80760E-06,2.3334E-01
-4.80720E-06,2.3334E-01
-4.80680E-06,2.3627E-01
-4.80640E-06,2.3139E-01
-4.80600E-06,2.3139E-01
-4.80560E-06,2.3139E-01
-4.80520E-06,2.3432E-01
-4.80480E-06,2.3432E-01
-4.80440E-06,2.3432E-01
-4.80400E-06,2.3529E-01
-4.80360E-06,2.3139E-01
-4.80320E-06,2.3529E-01
-4.80280E-06,2.3432E-01
-4.80240E-06,2.3334E-01
-4.80200E-06,2.3139E-01
-4.80160E-06,2.3432E-01
-4.80120E-06,2.3236E-01
-4.80080E-06,2.3529E-01
-4.80040E-06,2.3334E-01
-4.80000E-06,2.3334E-01
-4.79960E-06,2.3432E-01
-4.79920E-06,2.3432E-01
-4.79880E-06,2.3334E-01
-4.79840E-06,2.3041E-01
-4.79800E-06,2.3236E-01
-4.79760E-06,2.3334E-01
-4.79720E-06,2.3236E-01
-4.79680E-06,2.3236E-01
-4.79640E-06,2.3529E-01
-4.79600E-06,2.3236E-01
-4.79560E-06,2.3432E-01
-4.79520E-06,2.3236E-01
-4.79480E-06,2.3529E-01
-4.79440E-06,2.3627E-01
-4.79400E-06,2.3236E-01
-4.79360E-06,2.3432E-01
-4.79320E-06,2.3236E-01
-4.79280E-06,2.3236E-01
-4.79240E-06,2.3236E-01
-4.79200E-06,2.3432E-01
-4.79160E-06,2.3432E-01
-4.79120E-06,2.3334E-01
-4.79080E-06,2.3334E-01
-4.79040E-06,2.3432E-01
-4.79000E-06,2.3236E-01
-4.78960E-06,2.3432E-01
-4.78920E-06,2.3139E-01
-4.78880E-06,2.3139E-01
-4.78840E-06,2.3334E-01
-4.78800E-06,2.3236E-01
-4.78760E-06,2.3236E-01
-4.78720E-06,2.3236E-01
-4.78680E-06,2.3432E-01
-4.78640E-06,2.3334E-01
-4.78600E-06,2.3236E-01
-4.78560E-06,2.3139E-01
-4.78520E-06,2.3041E-01
-4.78480E-06,2.3139E-01
-4.78440E-06,2.3334E-01
-4.78400E-06,2.3041E-01
-4.78360E-06,2.3432E-01
-4.78320E-06,2.3432E-01
-4.78280E-06,2.3334E-01
-4.78240E-06,2.3139E-01
-4.78200E-06,2.3236E-01
-4.78160E-06,2.3139E-01
-4.78120E-06,2.3334E-01
